DataSet;Project;Package;Class;Method;Smell;Multiclass;Severity;ATFD_method;FDP_method;MAXNESTING_method;LOC_method;CYCLO_method;NOLV_method;NOAV_method;FANOUT_method;CFNAMM_method;ATLD_method;CINT_method;CDISP_method;AMW_type;ATFD_type;CFNAMM_type;DIT_type;FANOUT_type;LCOM5_type;LOCNAMM_type;LOC_package;LOC_type;NIM_type;NOA_type;NOCS_package;NOCS_project;NOMNAMM_project;NOMNAMM_type;NOM_project;RFC_type;TCC_type;WMCNAMM_type;WMC_type;WOC_type;NOM_type;AMWNAMM_type;NOCS_type;NOM_package;NOMNAMM_package;LOCNAMM_package;LOC_project;LOCNAMM_project;NOAM_type;NOP_method;MaMCL_method;MeMCL_method;CLNAMM_method;num_not_final_not_static_attributes;number_private_visibility_attributes
large_class;Core2D;Core2D.Views.Containers;LayerContainerView;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;0;0;1;0;0;8;60;12;1;0;5;310;1298;1;1786;1;0;1;1;0;1;1;0;5;5;40;33838;5988;0;1;0;0;0;0;0
large_class;Core2D;Core2D.Views.Data;DatabaseView;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;2.4545454545454546;5;9;1;0;0.62;30;167;155;11;5;2;310;1298;1;1786;11;0;27;27;0;11;27;0;12;2;38;33838;5988;0;1;0;0;0;5;5
large_class;Core2D;Core2D.Views.Libraries;ScriptsView;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;0;0;1;0;0;8;72;12;1;0;6;310;1298;1;1786;1;0;1;1;0;1;1;0;6;6;48;33838;5988;0;1;0;0;0;0;0
large_class;Core2D;Core2D.Views.Shapes;PathShapeView;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;0;0;1;0;0;8;155;12;1;0;11;310;1298;1;1786;1;0;1;1;0;1;1;0;12;12;89;33838;5988;0;1;0;0;0;0;0
large_class;Core2D;Core2D.Views.Style;ShapeStyleView;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;0;0;1;0;0;8;60;12;1;0;5;310;1298;1;1786;1;0;1;1;0;1;1;0;5;5;40;33838;5988;0;1;0;0;0;0;0
large_class;Core2D;Core2D.Views.Style;TextStyleView;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;0;0;1;0;0;8;60;12;1;0;5;310;1298;1;1786;1;0;1;1;0;1;1;0;5;5;40;33838;5988;0;1;0;0;0;0;0
long_method;Desktop;Desktop;DesktopApp;Destroy();0;0;0;0;0;1;9;2;0;0;3;3;4;3;1;2;3;11;1;10;0.44444444444444453;14;115;51;4;3;2;13;28;0;54;89;0.6666666666666666;8;8;0.25;4;0;0;6;2;0;1252;161;0;0;2;2;0;2;2
long_method;Desktop;Desktop;DesktopApp;Initialize();0;0;0;0;1;1;17;3;0;0;3;4;10;6;0.5;2;3;11;1;10;0.44444444444444453;14;115;51;4;3;2;13;28;0;54;89;0.6666666666666666;8;8;0.25;4;0;0;6;2;0;1252;161;0;0;2;2;0;2;2
long_method;Desktop;Desktop;DesktopApp;RenderUi();0;0;0;0;0;0;4;1;0;0;2;2;2;2;1;2;3;11;1;10;0.44444444444444453;14;115;51;4;3;2;13;28;0;54;89;0.6666666666666666;8;8;0.25;4;0;0;6;2;0;1252;161;0;0;2;2;0;2;2
long_method;Desktop;Desktop;DesktopApp;Update(GameTime gameTime);0;0;0;0;1;1;7;2;1;1;2;2;5;2;1;2;3;11;1;10;0.44444444444444453;14;115;51;4;3;2;13;28;0;54;89;0.6666666666666666;8;8;0.25;4;0;0;6;2;0;1252;161;0;1;2;2;0;2;2
large_class;Desktop;Desktop;DesktopApp;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2;3;11;1;10;0.44444444444444453;14;115;51;4;3;2;13;28;0;54;89;0.6666666666666666;8;8;0.25;4;0;0;6;2;0;1252;161;0;1;0;0;0;2;2
long_method;Desktop;Desktop;Program;Main();1;2;5;5;6;3;52;7;6;8;5;10;14;14;0.35714285714285715;5;5;13;1;7;0;0;115;64;0;0;2;13;28;2;54;14;0;10;10;0.5;2;5;0;6;2;0;1252;161;0;0;2;2;2;0;0
long_method;Desktop;Desktop;Program;TryToRemove(string file);0;0;0;0;0;2;9;3;2;2;2;3;2;3;0.6666666666666666;5;5;13;1;7;0;0;115;64;0;0;2;13;28;2;54;14;0;10;10;0.5;2;5;0;6;2;0;1252;161;0;1;2;2;0;0;0
large_class;Desktop;Desktop;Program;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;5;5;13;1;7;0;0;115;64;0;0;2;13;28;2;54;14;0;10;10;0.5;2;5;0;6;2;0;1252;161;0;1;0;0;0;0;0
feature_envy;Duplicati.CommandLine;Duplicati.CommandLine;Program;CheckForUpdates(TextWriter outwriter);0;0;0;0;2;2;22;7;5;5;3;5;5;6;0.5;9;3;63;1;37;0.75;19;2238;345;0;2;8;9;49;4;70;55;0;63;63;0.42857142857142855;7;15.75;0;62;41;297;2278;306;0;1;4;2.6666666666666665;0;0;1
feature_envy;Duplicati.Library.AutoUpdater;Duplicati.Library.AutoUpdater;UpdaterManager;CreateUpdatePackage(System.Security.Cryptography.RSACryptoServiceProvider key, string inputfolder, string outputfolder, string manifest = null);1;1;1;27;14;7;157;7;44;44;18;27;64;48;375;11.2;110;223;1;114;0.8707482993197279;257;1744;1255;0;21;6;6;9;2;27;139;0.26666666666666666;168;168;0.6666666666666666;15;84;0;27;9;413;1744;413;0;4;5;2.7777777777777777;0;0;15
feature_envy;Duplicati.Library.AutoUpdater;Duplicati.Library.AutoUpdater;UpdaterManager;DownloadAndUnpackUpdate(UpdateInfo version, Action<double> progress = null);0;0;0;22;13;9;149;23;36;66;21;51;109;61;0.3442622950819672;11.2;110;223;1;114;0.8707482993197279;257;1744;1255;0;21;6;6;9;2;27;139;0.26666666666666666;168;168;0.6666666666666666;15;84;0;27;9;413;1744;413;0;2;5;2.8688524590163933;4;0;15
feature_envy;Duplicati.Library.Backend.GoogleServices;Duplicati.Library.Backend.GoogleDrive;GoogleDrive;PutAsync(string remotename, System.IO.Stream stream, CancellationToken cancelToken);0;0;0;0;5;3;43;7;9;15;4;7;46;5;0.8;3.0625;9;71;1;41;0.8;171;492;460;15;8;11;40;41;5;60;59;0.3333333333333333;49;49;625;16;9.8;5;16;5;169;1389;484;0;3;3;2.2;2;1;8
feature_envy;Duplicati.Library.Backend.GoogleServices;Duplicati.Library.Backend.WebApi;GoogleCloudStorage;PutUrl(string bucketId);0;0;0;5;4;0;9;1;3;3;2;4;12;5;0.4;1.1111111111111112;31;18;1;9;1;63;320;131;0;2;18;40;41;9;60;15;0;10;10;0.8888888888888888;9;1.1111111111111112;4;22;22;161;1389;484;0;1;2;2;0;0;0
feature_envy;Duplicati.Library.Backend.S3;Duplicati.Library.Backend;S3Config;Execute(IDictionary<string, string> options);0;0;0;7;2;1;23;7;3;3;3;3;15;3;1;7;10;3;1;3;0;30;1073;63;1;3;5;6;18;0;46;4;0;7;7;1;1;0;0;39;11;503;1112;506;0;1;2;2;0;0;3
feature_envy;Duplicati.Library.Backend.TahoeLAFS;Duplicati.Library.Backend;TahoeBackend;List();0;0;0;5;14;5;62;18;13;16;3;5;31;4;0.75;3.6153846153846154;16;30;1;17;0.8148148148148149;78;345;295;10;3;11;12;13;9;17;27;0.05555555555555555;47;47;0.9230769230769231;13;5.222222222222222;5;16;12;83;353;85;0;0;3;2.3333333333333335;1;0;3
data_class;Duplicati.Library.Logging;Duplicati.Library.Logging;LogEntry;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2;10;2;1;2;0.6666666666666667;120;941;154;2;9;9;9;22;0;39;4;0;4;4;1;2;0;0;39;22;619;941;619;0;1;0;0;0;2;1
feature_envy;Duplicati.Library.Main;Duplicati.Library.Main;Controller;CheckAutoVacuumInterval();0;0;0;0;2;1;8;4;0;0;2;2;6;3;0.6666666666666666;4.627906976744186;17;223;1;115;0.8412698412698413;158;7503;1131;40;12;65;317;328;10;931;217;0.5080459770114942;199;199;0.6976744186046512;43;19.9;0;175;33;2541;29943;8655;0;0;3;2.3333333333333335;0;9;12
feature_envy;Duplicati.Library.Main;Duplicati.Library.Main.Operation;BackupHandler;CompactIfRequired(BackendManager backend, long lastVolumeSize);0;0;0;0;7;3;20;7;5;5;3;3;29;4;0.75;7.166666666666667;14;109;1;67;0.6767676767676768;56;5505;569;8;9;28;317;328;3;931;95;0;86;86;0.25;12;28.666666666666668;0;98;39;607;29943;8655;0;2;3;2.5;0;4;8
feature_envy;Duplicati.Library.Main;Duplicati.Library.Main.Operation;PurgeFilesHandler;DoRun(Database.LocalPurgeDatabase db, Library.Utility.IFilter filter, Action<System.Data.IDbCommand, long, string> filtercommand, float pgoffset, float pgspan);1;1;1;0;14;10;202;33;32;32;17;45;110;69;0.2463768115942029;12.666666666666666;4;49;1;19;375;20;5505;237;3;4;28;317;328;1;931;49;0;38;38;0.6666666666666666;3;38;0;98;39;607;29943;8655;0;5;4;2.420289855072464;0;0;1
feature_envy;Duplicati.Library.Main;Duplicati.Library.Main.Operation.Backup;SpillCollectorProcess;UploadVolumeAndIndex(SpillVolumeRequest target, IWriteChannel<IUploadRequest> outputChannel, Options options, BackupDatabase database);0;0;0;0;1;1;14;2;7;7;2;2;14;2;1;8.5;5;16;1;13;0;4;2706;122;0;0;33;317;328;2;931;17;0;17;17;0.5;2;8.5;0;87;13;483;29943;8655;0;4;3;2.5;0;0;0
feature_envy;Duplicati.Library.Main;Duplicati.Library.Main.Operation.Common;IndexVolumeCreator;CreateIndexVolume(string blockname, Options options, Common.DatabaseCommon database);0;0;0;3;8;4;32;5;7;7;7;14;40;14;0.5;5;3;14;1;7;0;36;783;68;0;0;9;317;328;1;931;15;0;5;5;1;1;5;0;44;9;367;29943;8655;0;3;5;2.2142857142857144;0;0;0
feature_envy;Duplicati.Server;Duplicati.Server.WebServer;RESTHandler;DoProcess(RequestInfo info, string method, string module, string key);1;2;2;17;14;9;99;26;11;12;19;23;43;26;0.7307692307692307;6;23;55;1;28;0.8333333333333334;41;1591;230;1;4;13;102;184;4;328;57;0;42;42;0.7142857142857143;7;10.5;0;33;14;514;11317;3108;0;6;0;0;1;0;2
feature_envy;Duplicati.Server;Duplicati.Server.WebServer.RESTMethods;Backup;ExportToJSON(IBackup backup, string passphrase);0;0;0;1;2;5;32;2;8;8;5;5;13;6;0.8333333333333334;5.24;50;178;1;107;0;44;3202;705;23;0;48;102;184;25;328;102;0;131;131;0.24;25;5.24;2;96;84;419;11317;3108;0;2;3;2.1666666666666665;0;0;0
feature_envy;Duplicati.Server;Duplicati.Server.WebServer.RESTMethods;Backups;ImportBackup(RequestInfo info);0;0;0;0;13;5;71;9;15;25;11;16;48;33;0.3333333333333333;6.6;17;49;1;33;0;14;3202;273;3;0;48;102;184;5;328;38;0;33;33;0.6;5;6.6;1;96;84;419;11317;3108;0;1;4;2.7058823529411766;1;0;0
feature_envy;Duplicati.Server;Duplicati.Server.WebServer.RESTMethods;Changelog;GET(string key, RequestInfo info);0;0;0;4;11;2;29;3;5;5;6;9;15;11;0.5454545454545454;3;7;9;1;6;0;15;3202;51;1;0;48;102;184;1;328;10;0;3;3;1;1;3;1;96;84;419;11317;3108;0;2;4;3.1818181818181817;0;0;0
feature_envy;Duplicati.Server;Duplicati.Server.WebServer.RESTMethods;ServerSettings;GET(string key, RequestInfo info);0;0;0;4;4;1;21;3;7;7;6;8;15;11;0.5454545454545454;8;13;25;1;14;0;9;3202;99;2;0;48;102;184;2;328;24;0;16;16;1;2;8;0;96;84;419;11317;3108;0;2;4;2.3636363636363638;0;0;0
feature_envy;Duplicati.Server;Duplicati.Server.WebServer.RESTMethods;ServerState;POST(string key, RequestInfo info);0;0;0;6;7;3;41;8;5;5;5;9;13;12;0.4166666666666667;5.5;7;12;1;7;0;9;3202;76;2;0;48;102;184;2;328;13;0;11;11;1;2;5.5;0;96;84;419;11317;3108;0;2;4;2.5;0;0;0
large_class;DvdLib;DvdLib.Ifo;Cell;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;0;0;1;0;0;4;432;16;2;0;9;10;6;2;12;2;0;2;2;0;2;1;0;10;4;194;449;203;0;1;0;0;0;0;0
large_class;DvdLib;DvdLib.Ifo;Dvd;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;4.333333333333333;4;17;1;13;0.5;58;432;156;3;4;9;10;6;1;12;19;0;13;13;0;3;13;0;10;4;194;449;203;0;1;0;0;0;1;2
data_class;DvdLib;DvdLib.Ifo;ProgramChain;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;9;12;12;1;7;0;29;432;105;1;12;9;10;6;0;12;13;0;9;9;0;1;0;0;10;4;194;449;203;0;1;0;0;0;9;9
data_class;DvdLib;DvdLib.Ifo;Title;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.6666666666666667;5;6;1;4;0.5;21;432;62;3;5;9;10;6;0;12;9;0.3333333333333333;5;5;0.3333333333333333;3;0;0;10;4;194;449;203;0;1;0;0;0;3;3
long_method;Emby.Dlna;Emby.Dlna;DlnaManager;DeleteProfile(string id);0;0;0;2;4;1;16;2;3;7;4;5;13;4;1;3.1923076923076925;20;105;1;59;875;69;577;503;26;8;8;88;148;7;318;80;0.08974358974358974;83;83;0.46153846153846156;26;11.857142857142858;1;29;10;103;15690;7806;0;1;2;2;1;0;8
long_method;Emby.Dlna;Emby.Dlna;DlnaManager;InitProfilesAsync();0;0;0;0;0;1;12;2;1;10;1;3;19;1;1;3.1923076923076925;20;105;1;59;875;69;577;503;26;8;8;88;148;7;318;80;0.08974358974358974;83;83;0.46153846153846156;26;11.857142857142858;1;29;10;103;15690;7806;0;0;2;2;2;0;8
large_class;Emby.Dlna;Emby.Dlna.Configuration;DlnaOptions;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;56;84;84;0;0;1;88;148;0;318;0;0;0;0;0;0;0;0;0;0;56;15690;7806;0;1;0;0;0;0;0
large_class;Emby.Dlna;Emby.Dlna.ConnectionManager;ConnectionManagerService;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;2;3;1;3;0;27;408;38;2;2;4;88;148;1;318;11;0;2;2;1;2;2;0;12;10;95;15690;7806;0;1;0;0;0;0;2
large_class;Emby.Dlna;Emby.Dlna.ConnectionManager;ControlHandler;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.5;1;3;1;2;0;23;408;38;2;1;4;88;148;1;318;15;0;3;3;0;2;3;0;12;10;95;15690;7806;0;1;0;0;0;0;1
long_method;Emby.Dlna;Emby.Dlna.ContentDirectory;ControlHandler;GetFavoriteArtists(BaseItem parent, User user, InternalItemsQuery query);0;0;0;0;5;0;18;1;6;9;2;4;12;3;0.6666666666666666;3.0784313725490198;13;210;1;76;0.9261538461538461;465;2423;1691;38;13;5;88;148;19;318;112;0;157;157;0.0196078431372549;51;8.263157894736842;0;65;31;623;15690;7806;0;3;3;2.3333333333333335;1;0;13
long_method;Emby.Dlna;Emby.Dlna.ContentDirectory;ControlHandler;GetGenres(BaseItem parent, User user, InternalItemsQuery query);0;0;0;0;5;0;17;1;6;9;2;4;12;3;0.6666666666666666;3.0784313725490198;13;210;1;76;0.9261538461538461;465;2423;1691;38;13;5;88;148;19;318;112;0;157;157;0.0196078431372549;51;8.263157894736842;0;65;31;623;15690;7806;0;3;3;2.3333333333333335;1;0;13
long_method;Emby.Dlna;Emby.Dlna.ContentDirectory;ControlHandler;GetMovieFavorites(BaseItem parent, User user, InternalItemsQuery query);0;0;0;0;1;0;12;1;4;7;1;2;10;1;1;3.0784313725490198;13;210;1;76;0.9261538461538461;465;2423;1691;38;13;5;88;148;19;318;112;0;157;157;0.0196078431372549;51;8.263157894736842;0;65;31;623;15690;7806;0;3;2;2;1;0;13
long_method;Emby.Dlna;Emby.Dlna.ContentDirectory;ControlHandler;GetMovieFolders(BaseItem item, User user, StubType? stubType, SortCriteria sort, int? startIndex, int? limit);1;1;4;0;6;1;73;13;8;38;0;7;58;0;0;3.0784313725490198;13;210;1;76;0.9261538461538461;465;2423;1691;38;13;5;88;148;19;318;112;0;157;157;0.0196078431372549;51;8.263157894736842;0;65;31;623;15690;7806;0;6;0;0;7;0;13
long_method;Emby.Dlna;Emby.Dlna.ContentDirectory;ControlHandler;GetMusicAlbumArtists(BaseItem parent, User user, InternalItemsQuery query);0;0;0;0;5;0;17;1;6;9;2;4;12;3;0.6666666666666666;3.0784313725490198;13;210;1;76;0.9261538461538461;465;2423;1691;38;13;5;88;148;19;318;112;0;157;157;0.0196078431372549;51;8.263157894736842;0;65;31;623;15690;7806;0;3;3;2.3333333333333335;1;0;13
long_method;Emby.Dlna;Emby.Dlna.ContentDirectory;ControlHandler;GetUserItems(BaseItem item, StubType? stubType, User user, SortCriteria sort, int? startIndex, int? limit);1;1;4;0;8;6;68;14;9;78;2;14;135;6;0.3333333333333333;3.0784313725490198;13;210;1;76;0.9261538461538461;465;2423;1691;38;13;5;88;148;19;318;112;0;157;157;0.0196078431372549;51;8.263157894736842;0;65;31;623;15690;7806;0;6;2;2;12;0;13
long_method;Emby.Dlna;Emby.Dlna.ContentDirectory;ServiceActionListBuilder;GetSearchAction();0;0;0;0;2;0;79;1;1;1;1;1;8;10;0.1;1;0;16;1;8;0;47;2423;406;0;0;5;88;148;9;318;10;0;9;9;0.1111111111111111;9;1;0;65;31;623;15690;7806;0;0;3;3;0;0;0
long_method;Emby.Dlna;Emby.Dlna.ContentDirectory;ServiceActionListBuilder;GetX_GetFeatureListAction();0;0;0;0;2;0;16;1;1;1;1;1;8;1;1;1;0;16;1;8;0;47;2423;406;0;0;5;88;148;9;318;10;0;9;9;0.1111111111111111;9;1;0;65;31;623;15690;7806;0;0;3;3;0;0;0
long_method;Emby.Dlna;Emby.Dlna.Didl;DidlBuilder;GetItemDidl(BaseItem item, User user, BaseItem context, string deviceId, Filter filter, StreamInfo streamInfo);0;0;0;2;4;2;35;1;9;22;2;7;38;7;0.2857142857142857;6.433333333333334;30;170;1;86;0.8814655172413793;103;1302;1214;25;16;5;88;148;10;318;85;0.10714285714285714;193;193;0.26666666666666666;30;19.3;1;31;10;171;15690;7806;0;6;2;2;2;0;16
large_class;Emby.Dlna;Emby.Dlna.Didl;DidlBuilder;;1;3;12;0;0;1;3;1;1;1;0;0;0;0;0;6.433333333333334;30;170;1;86;0.8814655172413793;103;1302;1214;25;16;5;88;148;10;318;85;0.10714285714285714;193;193;0.26666666666666666;30;19.3;1;31;10;171;15690;7806;0;1;0;0;0;0;16
long_method;Emby.Dlna;Emby.Dlna.Eventing;DlnaEventManager;TriggerEvent(string notificationType, IDictionary<string, string> stateVariables);0;0;0;1;3;0;10;2;6;11;3;6;21;5;0.6;2.111111111111111;7;28;1;15;0.65625;25;205;179;9;4;2;88;148;1;318;29;0.5;19;19;0.5555555555555556;9;19;0;10;2;42;15690;7806;0;2;3;2.2;1;0;4
long_method;Emby.Dlna;Emby.Dlna.Main;DlnaEntryPoint;Dispose();0;0;0;0;0;1;25;3;0;2;1;4;19;1;1;2.8;23;41;1;22;0.8540372670807453;119;440;440;15;23;1;88;148;3;318;40;0.6666666666666666;42;42;0.26666666666666666;15;14;0;15;3;119;15690;7806;0;0;2;2;3;4;23
long_method;Emby.Dlna;Emby.Dlna.Main;DlnaEntryPoint;DisposeDeviceDiscovery();0;0;0;0;0;1;12;2;1;1;1;1;5;1;1;2.8;23;41;1;22;0.8540372670807453;119;440;440;15;23;1;88;148;3;318;40;0.6666666666666666;42;42;0.26666666666666666;15;14;0;15;3;119;15690;7806;0;0;2;2;0;4;23
long_method;Emby.Dlna;Emby.Dlna.Main;DlnaEntryPoint;RegisterServerEndpoints();1;2;5;0;8;2;77;8;9;15;6;10;25;8;0.75;2.8;23;41;1;22;0.8540372670807453;119;440;440;15;23;1;88;148;3;318;40;0.6666666666666666;42;42;0.26666666666666666;15;14;0;15;3;119;15690;7806;0;0;2;2;3;4;23
feature_envy;Emby.Dlna;Emby.Dlna.Main;DlnaEntryPoint;RegisterServerEndpoints();0;0;0;0;8;2;77;8;9;15;6;10;25;8;0.75;2.8;23;41;1;22;0.8540372670807453;119;440;440;15;23;1;88;148;3;318;40;0.6666666666666666;42;42;0.26666666666666666;15;14;0;15;3;119;15690;7806;0;0;2;2;3;4;23
long_method;Emby.Dlna;Emby.Dlna.Main;DlnaEntryPoint;SetProperies(SsdpDevice device, string fullDeviceType);0;0;0;0;3;0;12;1;5;5;1;3;5;4;0.25;2.8;23;41;1;22;0.8540372670807453;119;440;440;15;23;1;88;148;3;318;40;0.6666666666666666;42;42;0.26666666666666666;15;14;0;15;3;119;15690;7806;0;2;2;2;0;4;23
long_method;Emby.Dlna;Emby.Dlna.Main;DlnaEntryPoint;StartDevicePublisher(Configuration.DlnaOptions options);0;0;0;0;5;1;29;4;2;11;3;4;28;3;1;2.8;23;41;1;22;0.8540372670807453;119;440;440;15;23;1;88;148;3;318;40;0.6666666666666666;42;42;0.26666666666666666;15;14;0;15;3;119;15690;7806;0;1;2;2;1;4;23
long_method;Emby.Dlna;Emby.Dlna.Main;DlnaEntryPoint;StartSsdpHandler();0;0;0;0;3;2;22;4;2;4;0;1;12;0;0;2.8;23;41;1;22;0.8540372670807453;119;440;440;15;23;1;88;148;3;318;40;0.6666666666666666;42;42;0.26666666666666666;15;14;0;15;3;119;15690;7806;0;0;2;2;1;4;23
long_method;Emby.Dlna;Emby.Dlna.MediaReceiverRegistrar;MediaReceiverRegistrarService;ProcessControlRequestAsync(ControlRequest request);0;0;0;0;1;0;7;1;1;1;1;1;5;1;1;1;1;2;1;2;0;23;335;34;2;1;4;88;148;1;318;10;0;2;2;1;2;2;0;15;14;101;15690;7806;0;1;2;2;0;0;1
long_method;Emby.Dlna;Emby.Dlna.MediaReceiverRegistrar;ServiceActionListBuilder;GetActions();0;0;0;0;0;0;13;1;0;7;0;7;20;0;0;1;0;14;1;7;0;42;335;178;0;0;4;88;148;8;318;9;0;8;8;125;8;1;0;15;14;101;15690;7806;0;0;0;0;7;0;0
long_method;Emby.Dlna;Emby.Dlna.PlayTo;Device;Create(XElement element);0;0;0;0;2;0;17;1;6;6;2;2;15;10;0.2;3.977272727272727;14;227;1;139;0.9027484143763214;126;3059;1215;38;11;17;88;148;21;318;106;0.1;175;175;0.3409090909090909;44;8.333333333333334;0;103;42;447;15690;7806;0;1;3;2.5;0;7;11
long_method;Emby.Dlna;Emby.Dlna.PlayTo;Device;CreateuPnpDeviceAsync(Uri url, IHttpClientFactory httpClientFactory, ILogger logger, CancellationToken cancellationToken);1;2;5;0;5;3;112;20;22;36;9;13;73;50;0.18;3.977272727272727;14;227;1;139;0.9027484143763214;126;3059;1215;38;11;17;88;148;21;318;106;0.1;175;175;0.3409090909090909;44;8.333333333333334;0;103;42;447;15690;7806;0;4;3;2.3;2;7;11
long_method;Emby.Dlna;Emby.Dlna.PlayTo;Device;GetRenderingProtocolAsync(CancellationToken cancellationToken);0;0;0;0;3;1;27;4;5;10;4;6;26;4;1;3.977272727272727;14;227;1;139;0.9027484143763214;126;3059;1215;38;11;17;88;148;21;318;106;0.1;175;175;0.3409090909090909;44;8.333333333333334;0;103;42;447;15690;7806;0;1;2;2;2;7;11
long_method;Emby.Dlna;Emby.Dlna.PlayTo;PlayToController;OnDeviceUnavailable();0;0;0;0;1;1;12;2;1;1;1;1;4;1;1;4.333333333333333;33;139;1;81;0.8421052631578947;133;3059;934;28;19;17;88;148;7;318;84;0.3;143;143;0.18181818181818182;33;20.428571428571427;1;103;42;447;15690;7806;0;0;2;2;0;3;19
long_method;Emby.Dlna;Emby.Dlna.PlayTo;PlayToController;SeekAfterTransportChange(long positionTicks, CancellationToken cancellationToken);0;0;0;0;2;1;14;3;5;5;3;4;10;5;0.6;4.333333333333333;33;139;1;81;0.8421052631578947;133;3059;934;28;19;17;88;148;7;318;84;0.3;143;143;0.18181818181818182;33;20.428571428571427;1;103;42;447;15690;7806;0;2;2;2;0;3;19
long_method;Emby.Dlna;Emby.Dlna.PlayTo;PlayToController;SendMessage(SessionMessageType name, Guid messageId, T data, CancellationToken cancellationToken);0;0;0;3;3;1;30;6;4;16;1;4;50;1;1;4.333333333333333;33;139;1;81;0.8421052631578947;133;3059;934;28;19;17;88;148;7;318;84;0.3;143;143;0.18181818181818182;33;20.428571428571427;1;103;42;447;15690;7806;0;4;0;0;3;3;19
long_method;Emby.Dlna;Emby.Dlna.PlayTo;SsdpHttpClient;GetDataAsync(string url, CancellationToken cancellationToken);0;0;0;3;7;0;12;1;6;6;5;5;9;5;1;1.8;10;21;1;18;0.4375;19;3059;114;4;4;17;88;148;2;318;17;0.3333333333333333;9;9;0.6;5;4.5;0;103;42;447;15690;7806;0;2;4;2.4;0;0;4
long_method;Emby.Dlna;Emby.Dlna.PlayTo;SsdpHttpClient;PostSoapDataAsync(string url, string soapAction, string postData,string header, CancellationToken cancellationToken);0;0;0;0;7;1;27;3;6;6;3;3;9;6;0.5;1.8;10;21;1;18;0.4375;19;3059;114;4;4;17;88;148;2;318;17;0.3333333333333333;9;9;0.6;5;4.5;0;103;42;447;15690;7806;0;5;4;2.6666666666666665;0;0;4
long_method;Emby.Dlna;Emby.Dlna.PlayTo;TransportCommands;"BuildArgumentXml(Argument argument, string value, string commandParameter = """")";0;0;0;0;5;1;14;3;7;7;2;5;14;6;0.3333333333333333;3125;11;36;1;21;0.8571428571428572;18;3059;173;4;3;17;88;148;5;318;26;0.5;25;25;0.5;8;5;0;103;42;447;15690;7806;0;3;3;2.1666666666666665;0;2;3
long_method;Emby.Dlna;Emby.Dlna.Server;DescriptionXmlBuilder;GetXml();0;0;0;0;3;1;39;2;2;3;3;7;10;13;0.23076923076923078;2.1;6;36;1;19;0.7962962962962963;39;342;342;10;6;1;88;148;3;318;26;0;21;21;0.2;10;7;0;10;3;39;15690;7806;0;0;3;2.076923076923077;1;0;6
long_method;Emby.Dlna;Emby.Dlna.Service;BaseControlHandler;LogRequest(ControlRequest request);0;0;0;0;2;1;9;2;1;1;1;1;6;1;1;3.25;1;43;1;24;0.8571428571428572;31;421;235;8;1;6;88;148;7;318;32;0;26;26;125;8;3.7142857142857144;1;15;13;64;15690;7806;0;1;2;2;0;0;1
long_method;Emby.Dlna;Emby.Dlna.Service;BaseControlHandler;ParseFirstBodyChildAsync(XmlReader reader, IDictionary<string, string> headers);0;0;0;0;3;2;19;4;2;2;5;7;2;9;0.5555555555555556;3.25;1;43;1;24;0.8571428571428572;31;421;235;8;1;6;88;148;7;318;32;0;26;26;125;8;3.7142857142857144;1;15;13;64;15690;7806;0;2;3;2.111111111111111;0;0;1
long_method;Emby.Drawing;Emby.Drawing;ImageProcessor;GetImageBlurHash(string path);0;0;0;1;2;1;19;3;6;7;3;4;8;4;0.75;3.388888888888889;19;54;1;42;0.8602941176470589;132;510;469;18;8;2;2;12;8;22;54;0.1978021978021978;61;61;0.7777777777777778;18;7625;0;22;12;159;510;159;0;1;2;2;1;1;8
large_class;Emby.Naming;Emby.Naming.AudioBook;AudioBookFileInfo;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;5;1;3;1;3;0;35;413;69;1;0;6;35;29;1;54;4;0;5;5;1;1;5;0;7;3;151;3374;1701;0;1;0;0;0;0;0
long_method;Emby.Naming;Emby.Naming.AudioBook;AudioBookFilePathParser;Parse(string path);1;1;4;3;9;5;37;9;6;6;3;3;14;4;0.75;9;4;3;1;3;0;19;413;56;1;1;6;35;29;0;54;4;0;9;9;1;1;0;0;7;3;151;3374;1701;0;1;2;2;0;0;1
